id,LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,defects
975,8,5,1,3,4,8,3,0.07133468066051551,4,2,1,0.661658245871778,14,1,0,39,0,28.985819017982024,28.50447423236764,23553.85619503636,0.27949949475230673,173,0.04,1308.5497793445154,826.2260320487634,0.327330638678969,2,4,13,0.05100101049538664,82,91,16,11,58,16.70219917093494,42,True
192,4,5,1,9,0,6,3,0.17435626191122294,2,3,1,0.5,8,2,0,7,3,21.300590845357625,14.343070979104478,4378.372835459818,0.1,68,0.07,243.24348534747045,305.2990983783679,0.7772266369451435,2,3,7,0.11990079465012583,22,45,9,12,27,52.87259131327762,17,True
863,9,7,1,3,8,13,4,0.14049760797373775,6,2,1,0.2667961727579804,21,1,0,29,0,44.35428495660137,19.943843136286148,15656.770878669397,0.2748057408630294,163,0.05370143521575735,869.8191156942577,820.6460033996691,0.3024880398686888,3,6,19,0.08469665116323286,66,97,20,12,53,29.45944693692369,32,True
345,2,3,1,0,0,4,2,0.3148015152533174,2,2,2,1.0,5,1,0,5,0,18.06544392890831,4.445116582859201,349.68261824539127,0.02168872052740918,20,0.22337744105481835,19.428846711352023,79.35188935963205,0.5,1,2,5,0.18817895630813575,6,13,6,8,11,18.479464045118938,6,True
65,3,6,1,17,4,10,3,0.17304500707068735,5,2,3,0.9304500707068736,13,1,0,3,0,21.43559915696926,13.754137833131779,4055.1622978018063,0.1,64,0.07,225.2864852115257,294.71554570323593,0.2847749646465632,2,5,12,0.12165400848482483,23,41,11,13,31,80.63854015026916,21,True
425,13,6,6,5,9,11,3,0.11333676101240794,5,2,3,1.0,18,1,0,25,0,31.06027545057803,17.8331619493796,9496.266028391943,0.17857436658206394,110,0.054762394430343996,527.5679009122106,540.4593847042291,0.34284098379864825,2,5,16,0.06381197215171996,39,71,15,13,56,37.520878441018056,31,True
751,16,5,0,14,14,8,3,0.06125354506475117,4,2,1,0.525475893559692,11,1,0,45,2,50.361175302575006,53.29895176678191,103506.83438966318,0.7304617133006873,393,0.021498581974099533,5750.381993791397,2198.7296923690205,0.33,2,4,10,0.032752127038850706,159,233,30,16,96,36.10120250630107,59,True
966,16,7,6,2,9,13,4,0.13604801178921933,6,2,3,0.813043357975539,23,1,0,29,0,49.38935953233516,12.979176612063421,7909.305551322236,0.20604801178921933,120,0.07441920471568773,439.4065359636564,620.0215080651739,0.23627516934802978,3,6,20,0.07279039764215614,50,69,23,11,60,28.674609958962378,31,True
418,5,5,0,11,1,8,3,0.16253531655526307,4,2,1,0.31253531655526307,12,1,0,10,0,30.963149522706924,18.437892219819734,10271.94952706007,0.18873234172236847,121,0.05218308543059212,570.6644377383997,561.4855371996446,0.31253531655526307,2,4,11,0.11126765827763153,42,79,13,11,30,54.86577883307171,22,True
1305,12,15,5,11,9,23,8,0.3178393676473993,9,2,2,0.34542646617514283,30,1,0,14,0,26.424324680888446,20.286782228673115,10851.129418541057,0.17839196838236995,100,0.05,602.8415841183349,535.1455996912198,0.1325124426468205,7,11,24,0.16552771544132966,33,66,18,22,49,58.96431248831687,26,True
952,7,8,0,11,5,13,4,0.2108495077133351,6,2,1,0.38570389125822024,15,1,0,10,0,36.66405495112982,11.387863852997391,4171.69840274934,0.1263834974288883,76,0.09310679794311064,231.76162512539184,380.5623126334591,0.2781310830306628,3,6,12,0.12050970462800106,31,45,17,12,36,58.25582221237945,21,True
1023,4,9,2,13,2,16,5,0.15595724651162315,8,2,3,0.7066698046512372,20,1,0,20,0,16.152394455813553,30.678736223256116,15164.657104706921,0.16397149767441543,108,0.03,842.4763954976713,494.7894943999931,0.25957246511623167,4,8,17,0.12397149767441544,44,64,9,13,42,43.83319173953657,34,True
640,38,6,0,45,16,10,3,0.0234008667675851,5,1,1,0.46396532929659584,18,1,0,147,0,174.10539310380415,65.50846693793517,798861.8060890695,3.9144431150670966,1773,0.01670043338379255,44381.21053284647,11744.976333316336,0.46396532929659584,2,5,16,0.013400866767585102,731,1041,81,16,249,29.446672250196755,192,True
314,6,12,0,1,4,15,6,0.23470579898337823,4,2,1,0.44588260304986527,18,5,0,25,0,14.751313624857575,31.71999858271743,14653.26938608688,0.15579186161666322,108,0.03,814.0713107902924,463.829975888522,0.8437104777832953,5,7,13,0.1578732454500311,37,71,7,13,40,20.5038919606497,26,True
102,9,11,3,15,7,20,6,0.13181057372271385,10,2,2,0.340863442336283,25,1,0,31,1,32.936618660560484,24.361920814607668,19466.095932374497,0.26728413941592927,146,0.04,1081.4504804575045,800.4069064503689,0.16864206970796464,5,10,21,0.09045264343067845,57,89,23,20,65,41.91963507916521,46,True
701,12,9,5,5,9,16,5,0.1610268050015424,8,2,4,0.9150416486652271,24,1,0,24,0,39.55474794783589,14.70900043203455,8297.842780744742,0.1917946389996915,113,0.06786309266646101,460.98737670804127,569.0275062770739,0.28153566799629826,4,8,21,0.09675299033446444,44,68,19,12,54,37.731403803161335,30,True
1280,8,1,4,3,5,1,1,0.12240832392059084,0,0,1,0.764398200441162,8,1,0,9,0,30.645725548057904,5.614553429688311,781.1617908608649,0.051151856035292965,37,0.1875916760794092,43.39859280560851,151.18199779475586,0.764398200441162,0,0,8,0.06769628792941407,12,24,8,7,29,43.34477841298167,12,True
223,19,5,10,3,9,8,3,0.14286027977307506,4,2,2,0.6935973081278691,19,1,0,17,0,38.06827626469527,11.464795463124693,4839.69948612351,0.1464246502836562,83,0.08785479017019372,268.8740980868869,426.9143322800329,0.33,2,4,18,0.06357534971634379,32,50,20,14,52,41.75066443862055,21,True
716,3,8,0,2,0,9,4,0.47298089672075794,2,4,1,0.22456282116294735,10,4,0,7,0,17.865953712812715,9.050532695233262,1460.5186892323075,0.05,38,0.10918123929456842,81.13988169286678,161.42,0.9590619647284211,3,4,7,0.308712221658779,12,25,7,11,15,23.99145843897894,10,True
1080,5,5,0,4,2,8,3,0.16132941347350302,4,2,1,0.5751469947436366,11,1,0,13,0,17.57432955872126,13.708788182321406,3298.2971203555026,0.08,55,0.07,183.23698838566827,240.7271246375667,0.35838233158121224,2,4,10,0.11265882694700605,22,33,9,11,28,32.57659400401205,18,True
810,28,25,3,17,21,47,13,0.12910433674342808,22,2,5,0.44649237883635656,59,2,0,88,0,45.95440187219245,82.37429474523155,210246.1927080318,0.9310457269818605,487,0.01522391581414298,11680.34425491404,2787.8334765434006,0.18171629465049957,12,23,48,0.08432825255757107,193,294,28,22,157,31.29857203506218,105,True
488,21,7,8,8,17,12,4,0.12379419465675488,6,2,3,0.7816182888062908,21,1,0,25,0,47.992310143516164,17.41949857829022,11024.515257358751,0.2311468791342386,125,0.06747053689549674,612.4719521947964,692.7894446890209,0.25,3,6,19,0.06379419465675489,51,73,28,16,75,40.623112193161916,33,True
173,19,11,7,12,8,15,6,0.15783439279225128,6,2,5,0.8469108396426179,27,1,0,30,0,48.098343596305966,16.46795120962035,12963.313028360142,0.26391719639612565,143,0.06,720.1851682422301,789.0993380506839,0.1582484108116231,4,7,23,0.09319532732687606,51,91,28,18,73,40.75368356273993,43,True
831,17,9,1,2,6,16,5,0.10023707853261815,8,2,1,0.19958511256791828,18,1,0,48,1,30.73654579327392,35.771972465897214,39337.439850587136,0.36994073036684544,217,0.03,2185.412194164963,1099.5386419249264,0.19958511256791828,4,8,15,0.060296348165772666,75,141,17,16,77,15.608845180098646,51,True
82,31,21,1,17,36,38,11,0.16,18,2,2,0.2536003633922216,45,1,0,51,0,18.524874948316405,83.72191302990069,123786.90558051808,0.5046214550608656,292,0.011822181845308716,6877.051623604542,1502.082338321412,0.09,10,19,36,0.07728872738123488,105,187,13,21,140,50.37466830281785,68,True
554,15,9,1,6,12,15,5,0.12535995224282967,7,2,1,0.3535995224282967,18,1,0,32,0,21.419406515483907,40.94236286880006,32860.13983722621,0.27320023878585165,165,0.022320023878585168,1825.5640887255033,823.0954410377576,0.29280095514340665,4,7,15,0.07535995224282967,51,114,12,19,69,36.69136711581838,39,True
793,22,32,5,41,23,61,16,0.13630148076018134,29,2,6,0.3741103653212693,85,3,0,86,0,51.86561899919088,92.07388707272415,403604.36551049165,1.5251538658702688,730,0.01,22422.467685630945,4564.663892840586,0.18173530768024176,15,30,70,0.09543382692006044,314,415,43,25,176,41.13239821704957,128,True
771,5,5,0,1,2,8,3,0.2015475274804208,4,2,1,0.6050038458223269,11,1,0,14,0,12.040368955025718,14.758798352611336,2619.7333402119193,0.06,41,0.06845247251957921,145.54112473094213,177.5542173033273,0.3176197801566337,2,4,10,0.12309505496084158,17,24,7,12,25,17.7320189564623,15,True
142,3,7,2,18,3,10,4,0.19227634429292298,4,2,3,0.795394261784617,13,2,0,2,0,21.741408246279384,13.757776705336614,4117.55041902793,0.1,66,0.07,228.75393775565286,299.1771448995593,0.5569086073230743,3,5,11,0.142276344292923,22,44,10,12,29,91.53014227604432,20,True
547,15,25,2,17,15,47,13,0.15434958530883391,23,2,4,0.34386202604381605,60,2,0,69,2,26.750685841727215,84.0328726277597,187635.10837204533,0.733455390985159,394,0.014349585308833929,10424.174595646147,2196.268276984842,0.15215456160282678,12,23,49,0.10434958530883393,162,231,23,23,122,32.463781101837455,87,True
1405,6,4,1,1,4,7,2,0.18554605332200427,3,2,2,0.7434901201869295,9,1,0,13,1,17.109976894630513,11.032592159116334,2075.467758014515,0.06,42,0.09222697333899786,115.30690852302389,188.11282906474074,0.3678585467629637,1,3,8,0.09777302666100214,14,27,8,12,27,30.160058964044474,15,True
1360,3,1,0,1,0,0,1,0.25,0,0,1,1.0,1,1,0,3,0,12.342859627887053,2.5661146441698524,79.8148872122046,0.01,11,0.3986063323874891,4.430452507093832,31.208711872178974,1.0,0,0,2,0.1,4,7,3,4,10,25.0,4,True
802,8,10,1,5,2,18,5,0.14457590860224578,9,2,1,0.19983250268764824,24,1,0,35,1,28.848803775077336,26.64381799821414,20388.95257741179,0.2527120456988771,148,0.04,1132.7207018469014,766.0640225178144,0.17723212186367232,4,9,20,0.1072879543011229,53,94,17,17,53,18.52587075089736,40,True
1247,9,5,3,2,6,8,3,0.14092603377999188,4,2,3,1.0,14,1,0,20,0,32.83583576041889,14.858852649922731,7080.529621445269,0.1564822364599431,98,0.07092603377999188,393.3614502045405,480.4918404222734,0.3179615608601057,2,4,13,0.07907396622000813,37,61,16,12,40,29.145066977374952,23,True
722,4,6,0,1,2,10,3,0.18108618014538858,5,2,1,0.28855175980614856,12,1,0,18,0,15.56657323678629,14.031075958844472,2872.908538326328,0.06963793995153714,50,0.06963793995153714,159.60467118980006,209.7258444347265,0.28855175980614856,2,5,10,0.1255430900726943,17,33,7,11,28,18.18,19,True
373,2,2,1,1,0,3,1,0.31681108606065755,1,1,1,1.0,4,1,0,5,0,16.483513857575822,4.465379100909226,328.92435000577757,0.02,18,0.2216486142424178,18.275614043182927,73.60187797363882,0.5412153560604451,0,1,4,0.1901083145454932,6,12,6,8,10,16.67,6,True
585,20,7,1,1,11,12,4,0.08750021611447573,6,2,1,0.44999567771048565,22,1,0,44,0,44.16539305513894,31.960065698800616,39862.982029151724,0.43562386539900244,255,0.03312494597138107,2214.6107377006356,1299.410921760821,0.29374837914143215,3,6,20,0.04750021611447571,89,166,19,14,80,23.829231337902268,45,True
1094,16,5,2,11,15,8,3,0.0515453733868156,4,2,2,0.8604986608824574,12,1,0,52,2,91.99260634635525,35.65015709966862,114808.61754189496,1.0812264205615638,518,0.03,6378.255138720441,3242.211866871995,0.33,2,4,11,0.031545373386815595,227,291,58,18,99,31.670767643442506,63,True
867,17,29,3,4,15,57,15,0.15128580504734426,28,2,2,0.25426161735007646,70,1,0,123,0,76.09067489461262,80.17095688896475,318347.47475601034,1.5719987293371804,742,0.01270634416403643,17685.968329915806,4723.159680478418,0.12577763659302002,14,28,57,0.10481752586752642,311,431,48,22,163,16.550843392747325,127,True
520,10,8,2,2,6,13,4,0.17508778370036332,6,2,2,0.44657827114618515,18,2,0,24,0,23.65850584163347,22.93894659559564,12452.303799140693,0.17745610814981833,106,0.04,691.7952208171163,542.769740001423,0.3670190251083563,3,6,16,0.10526335110108995,45,61,17,17,45,26.99796812666916,27,True
550,5,6,1,4,1,10,3,0.22041303273300802,4,2,1,0.33,11,1,0,11,1,20.36577686183765,14.322204706717532,4135.847978219004,0.09416521309320322,60,0.07208260654660162,229.76826690469278,289.8428234184293,0.2966782952543743,2,5,10,0.14208260654660163,22,37,12,15,24,22.31387129853931,15,True
370,26,5,1,5,23,9,3,0.09424938848129416,4,2,3,1.0,30,1,0,30,0,48.96834574895859,31.97424768366429,48993.229845965565,0.5115859832477253,308,0.03,2721.846343339681,1544.637913904462,0.31158598324772524,2,4,28,0.03424938848129417,108,200,20,12,87,47.27614198349043,35,True
1102,9,10,2,1,3,14,5,0.2562146000846341,5,2,3,0.7143564313874071,19,1,0,21,0,39.797329295943484,11.215922135109334,4600.554382437568,0.13985724213198972,85,0.08992862106599486,255.58283473951423,423.58493149876006,0.20378539991536593,4,7,15,0.1464287368866495,32,52,18,12,37,15.791858168697226,22,True
445,7,4,1,3,3,6,2,0.23398697190373824,3,1,1,0.7294214963588319,8,1,0,7,0,10.481265065591781,19.613498418293922,3606.5238423522783,0.06540195421443926,43,0.05540195421443927,200.36476865767946,190.51044881403766,0.4506436441224769,1,3,7,0.11199348595186912,15,28,5,14,24,47.74696791266272,11,True
897,2,4,1,13,3,7,2,0.16837179702825536,3,2,1,0.3355358901039318,10,1,0,4,0,12.484066184482101,13.10849499298795,2125.103777516601,0.05097692178304679,40,0.08065128118869785,118.0581323689642,162.67122979544425,0.3355358901039318,1,3,9,0.11869743762260428,12,28,5,11,26,79.51739535735872,17,True
1002,9,5,2,3,5,9,3,0.08692494094878483,4,2,2,0.6748356974139386,15,1,0,38,0,29.708429671141992,28.272499112707774,23688.6554396691,0.2836267730604539,174,0.04,1316.0389713494928,838.5809072438723,0.30703043728379203,2,4,14,0.056044621767423156,80,93,16,11,59,19.600432632846747,41,True
1087,9,5,3,2,4,8,3,0.10046373856274773,4,0,2,0.8757134262876852,12,1,0,26,0,49.34368584455717,13.613864488022898,9087.663402077957,0.22328180682636137,137,0.07664090341318068,504.8683357211871,668.7893386519527,0.7077585969467194,2,4,11,0.05687277269455454,53,83,19,10,43,16.03159993908499,28,True
791,21,11,2,8,25,20,6,0.10000041406163776,9,2,3,0.7079969773500443,24,1,0,51,2,69.1096327273273,55.22222495968779,119368.17765683147,0.8899971015685355,438,0.021999917187672448,6631.563203180307,2659.377274437701,0.23399900625206937,5,10,20,0.05200012421849133,188,249,45,19,109,35.422131381757666,59,True
1222,6,3,1,1,1,4,2,0.16948810683612742,2,2,1,0.5,6,1,0,11,1,22.46859980515306,10.39,2425.519360122315,0.08,54,0.1,134.75108693775448,233.46855751734995,0.5,1,2,6,0.09979524273445096,17,37,9,11,21,15.33628432380528,12,True
1277,2,3,3,1,0,4,2,0.18308122598466117,2,2,2,0.9460399428132726,8,1,0,11,1,25.765235546495223,8.70784290946314,1894.9497531047623,0.07672969350383471,49,0.11509454025575205,105.27192547580593,219.9004734164664,0.472202394782595,1,2,8,0.13817576624041322,15,34,10,11,16,8.33,12,True
633,1,1,0,1,1,0,1,0.3159030838277964,0,0,1,1.0,1,1,0,2,0,9.454625546553565,2.94185022078966,81.23788546040593,0.01,9,0.33881057260762726,4.512334801650678,27.683700434351874,1.0,0,0,2,0.12647577095694912,2,7,2,5,8,53.83259917466093,3,True
864,19,16,2,13,13,30,8,0.18007457097645876,14,2,3,0.4335078315553722,38,1,0,34,0,66.17941092134285,22.462909765912798,33372.27508878931,0.491940343218833,261,0.04,1854.0140720882248,1486.0440915600266,0.15417897034350098,7,15,31,0.11007457097645876,89,172,33,17,82,44.09060705262801,48,True
1128,8,9,0,9,2,13,5,0.1912547504304476,5,2,2,0.4521510007379101,19,4,0,17,0,26.3702555753448,19.308256269985066,9099.441034602203,0.15964149987701498,110,0.04982074993850749,505.52420920706174,482.92851407410285,0.6710048770599992,4,6,16,0.13634437546119382,40,69,10,10,39,40.725024703696135,26,True
805,8,10,1,5,2,18,5,0.14334759021244037,9,2,1,0.20658825383157803,23,1,0,35,1,29.0070521276306,26.56315842395025,20359.40517382529,0.2533262048937798,148,0.04,1131.0790543189266,767.4417863117127,0.1788698797167462,4,9,20,0.10667379510622019,53,95,17,17,53,18.509083732903353,40,True
853,22,17,5,7,12,27,9,0.12588416480867223,11,2,6,0.6888416480867222,39,6,0,64,0,50.19507346022134,29.781669867130574,42454.726328405755,0.4811891536607055,266,0.03294208240433611,2358.5946977820076,1447.8029815832006,0.8028804789094806,8,13,32,0.0829420824043361,93,173,27,16,108,23.65989825112849,71,True
348,6,17,1,1,6,22,9,0.3055232492749629,6,2,2,0.23678781521888925,25,6,0,28,0,14.971877179118625,32.35945158375927,14629.004203939243,0.15484981328545688,99,0.03111918768125928,812.7235668855136,459.7315189904681,0.755004808451876,8,11,18,0.20664243695622214,33,65,8,15,44,20.82484132108809,29,True
694,22,9,1,3,16,14,5,0.09463276045193783,5,2,3,0.7864313105463834,31,5,0,48,0,55.02448636988949,28.448586463271297,41795.76448757032,0.49919022561214504,291,0.03422787325801036,2321.9884743572024,1499.0962600249443,0.7886063370994819,4,7,27,0.05463276045193782,96,195,22,13,92,30.548430135794753,52,True
421,3,2,1,1,0,2,1,0.22305053010309348,1,1,1,1.0,3,1,0,6,0,16.82387398476805,4.404934496881448,328.4920771923203,0.026631316262886683,19,0.22673736747422663,18.2466125923454,74.25590765110834,0.6684341868556658,0,1,4,0.12641921384020677,7,11,6,7,12,13.904741118376254,7,True
1334,2,1,0,1,1,1,1,0.17954411629717648,0,0,1,1.0,2,1,0,7,0,17.78813670561583,7.061659634939496,862.6558166096088,0.04292226910040336,35,0.14168907640161343,47.9227583692286,123.20454457525717,0.8538865449798321,0,0,3,0.09707773089959665,10,24,5,6,13,27.026665550429954,8,True
672,23,12,4,17,19,21,6,0.10640256578721549,10,2,3,0.6035974342127846,32,2,0,53,0,91.61328534385513,35.502515607690476,111206.554939648,1.0537447987584219,502,0.03,6178.1449358711825,3171.1665790034954,0.3964025657872155,5,10,28,0.0551542995344082,208,294,61,19,115,40.434878645628,70,True
1118,5,3,1,3,4,5,2,0.18322067276512496,2,2,1,0.7774214924736628,6,1,0,8,0,18.953771290063713,9.068570630269388,1552.8919800047956,0.056677932723487506,40,0.1099662018295375,86.2732531412782,170.86786512714656,0.44352485629928756,1,2,6,0.09661033638256249,13,26,8,11,24,48.70788880926109,12,True
299,13,11,3,2,10,21,6,0.1629672536267454,10,2,3,0.5840654927465092,25,1,0,36,1,21.926590361174757,28.71522119259925,18030.311686983943,0.20718690145069815,121,0.03859345072534908,1001.6879496407344,628.6319029913834,0.2609632376199793,5,10,21,0.09718690145069817,46,74,16,20,65,24.954242507226297,39,True
84,29,14,7,10,24,25,7,0.11765793883511365,12,2,6,0.924953759950767,50,2,0,49,0,82.01923559919469,23.772981619179745,46095.31268871541,0.647026183494659,347,0.04,2560.8469962316412,1943.8166095539038,0.28531587767022726,6,12,44,0.062072423543892044,135,211,37,13,116,43.58655367633918,60,True
257,3,4,1,3,0,6,2,0.264226250379066,3,2,2,0.7652668687454114,7,1,0,7,0,19.764535071264405,4.875864383149919,473.88370560909914,0.03,23,0.20577374962093403,26.327170172854085,96.71236986987064,0.3790768717779392,1,3,7,0.17845250075813196,9,14,8,8,15,29.471916702225712,10,True
483,7,3,3,8,4,4,2,0.11543772489494276,2,2,1,0.969790417250318,7,1,0,9,0,32.18520472115153,10.273908402461801,3312.391201001908,0.10818742503501907,67,0.09818742503501908,184.02405630982625,325.4094894217263,0.5,1,2,7,0.06422934158495548,22,45,14,13,32,55.409941731415735,18,True
981,14,15,4,4,8,25,8,0.17262252124204272,10,2,3,0.4311435315923989,35,1,0,44,0,28.019830502100245,42.459921387293825,49743.422621109465,0.3921324362738718,212,0.022459159585985752,2763.5212295013607,1178.3583439985239,0.20623394716555837,7,12,29,0.11245915958598575,84,127,23,23,72,22.311700896020188,48,True
213,11,5,5,2,4,9,3,0.1602300634422683,4,2,3,1.0,16,1,0,19,0,38.820422095625474,14.35987507674695,5339.712576318353,0.13953987311546337,83,0.0830649259840203,296.6479272972264,422.21993689875103,0.3036400845896911,2,4,15,0.09352505286855693,35,47,18,13,40,21.569411453710227,22,True
198,11,1,4,3,4,0,1,0.10253587778186939,0,0,1,0.9950774137175477,8,1,0,7,0,33.143836736954526,5.394033228748543,965.2760454767326,0.059552492156140696,44,0.19014916928128645,53.626480119658765,178.87004269425526,0.9900056581538089,0,0,8,0.03238670850058295,17,26,9,6,28,53.07685972965692,10,True
613,3,7,0,1,0,9,4,0.4288455308421826,2,4,1,0.23700032396206505,10,3,0,8,1,16.9386055660728,9.526312825860416,1518.3685086811893,0.05,38,0.1043076424673746,84.35380603784385,159.68383095254924,0.8093060226570494,3,4,8,0.2759226034400588,12,25,7,11,16,16.678509379713084,10,True
1055,11,8,3,4,5,13,4,0.15547827688868457,6,2,4,0.9096084313367045,17,2,0,25,0,23.721305228877654,21.78660824711683,11252.634203569176,0.17,101,0.05,625.1425620375961,516.6184429363404,0.40887002977185266,3,6,14,0.09273913844434228,38,62,16,18,47,26.00597773906272,29,True
790,15,7,1,4,4,12,4,0.0657484501948743,6,2,1,0.3737723653312863,15,1,0,60,0,40.452104478001644,39.762929163337674,62161.11705008819,0.5291018597661509,315,0.02742515498051257,3453.3966624618492,1578.9362312333574,0.27850309961025144,3,6,13,0.05287422509743714,117,197,19,13,86,12.101008016714315,64,True
488,13,11,1,4,8,17,6,0.25229213535319783,7,2,2,0.33503252472115963,20,1,0,21,0,22.713666486432455,20.019949134720623,8976.188516361935,0.1486623300371787,89,0.05,498.676159641485,450.3535045892677,0.1696818448698745,5,8,16,0.13764281520448296,33,56,14,17,50,36.71774454576324,26,True
133,20,6,12,4,8,11,3,0.12011733972542502,5,2,3,0.994133013728749,25,1,0,27,0,81.15953408589037,8.049791013289013,5190.81558199734,0.21859192329489976,120,0.1292959616474499,288.37477411202866,648.3647523662803,0.2529334931356255,2,5,23,0.06011733972542502,50,69,31,10,64,33.017172292016895,32,True
1040,9,14,1,5,5,20,7,0.19368421201027824,7,2,2,0.2642105159280524,24,3,0,33,0,16.82158009595535,42.799998533845105,29727.83035944421,0.23473684804111292,142,0.02368421201027823,1651.5447275717918,702.2821267286746,0.37578956865780677,6,10,18,0.1410526360308347,51,91,11,18,55,25.102106005139117,38,True
1295,10,14,1,22,5,27,7,0.16056989867011445,13,2,2,0.37829030398965663,35,1,0,27,0,33.91379866788577,29.684462309518494,29586.401206621547,0.3377204053195422,186,0.029810033776628515,1643.68782370495,1000.4148399801634,0.13018996622337148,6,13,29,0.12018996622337148,67,119,21,19,66,50.38474339237784,49,True
1242,11,6,4,2,7,10,3,0.1425942857299713,5,2,3,1.0,16,1,0,22,0,37.16995432646537,14.29831999472965,7226.486652800917,0.16816000010979892,104,0.07259428572997129,401.47082293339037,514.6876688929513,0.29627428551037344,2,5,15,0.07740571427002872,40,63,18,12,46,30.181051438312164,24,True
890,23,30,7,51,20,51,15,0.14958677406258497,21,2,9,0.6279338703129249,60,8,0,51,1,44.87888300394555,43.68454683902043,85276.22314826185,0.6484159672399091,338,0.019931129010430832,4737.57017107727,1955.1133699409284,0.5584159672399092,14,25,46,0.10958677406258498,120,217,31,22,150,58.17396541223398,103,True
358,24,13,1,11,11,25,7,0.10262640213654134,12,2,4,0.5431320106827067,31,1,0,52,0,37.71479768217383,39.646755818393984,57786.576041499706,0.48861130293774435,300,0.025328300267067665,3210.361779244473,1471.0496693721875,0.20212079359037602,6,12,26,0.06664150133533833,107,192,17,12,102,30.31323037008842,64,True
459,21,10,4,4,10,17,5,0.13178790708302057,8,2,4,0.9017674409748285,26,1,0,36,1,29.799795338918077,40.017315357197624,47479.46130655151,0.39410604645848973,219,0.02803534881949657,2637.7457471081552,1188.3081449398248,0.186247441736476,4,8,22,0.06982325590251715,84,135,21,20,76,29.4536837090627,41,True
830,31,31,7,61,25,58,16,0.1010066607786771,28,2,4,0.2473377738524514,95,2,0,105,0,95.15656683676838,79.64348441729216,585144.963227626,2.467531872786926,1123,0.012110371024591435,32508.057019147655,7394.605675339264,0.16844148409836573,15,29,81,0.07522740282785996,502,621,72,22,226,45.8115072618411,166,True
790,6,8,1,11,5,13,4,0.20837877828273615,5,2,2,0.5605747903371118,15,1,0,9,0,25.939852603300412,12.941495948720434,4343.630441196251,0.11,70,0.08,241.3147972940435,335.64009568007435,0.28356668777798044,3,6,12,0.12246868175079262,24,45,13,14,35,61.85341985899119,21,True
712,3,6,1,3,0,8,3,0.3883347748438978,2,3,1,0.4867794114897508,9,3,0,6,0,18.567311422372754,9.074345153719962,1526.3984208915388,0.059222318322926515,38,0.11155536335414697,84.8017949611069,168.2232638338272,0.9478953276360765,2,4,7,0.25911245652097126,14,24,9,11,15,34.47166964317253,10,True
79,29,16,10,7,18,30,8,0.11519335248954501,14,2,7,0.8827141259597169,52,3,0,61,0,72.10009028498678,24.19332853926261,42184.87296780025,0.58,305,0.04,2343.6035154779142,1743.7767042168755,0.3827141259597169,7,15,45,0.06829418342835189,122,183,39,15,119,31.995818156290873,69,True
248,3,3,1,3,0,5,2,0.23696844881182338,2,1,1,0.7790041189209829,6,1,0,6,1,19.347064420937965,4.696109729068775,438.905555508351,0.026696844881182336,22,0.21321262047527065,24.38513016043754,91.81692413277031,0.5513113929607834,1,2,6,0.15366529369300572,9,13,8,8,14,29.856087571048022,9,True
1243,11,9,5,2,8,16,5,0.17438897843072038,8,2,3,0.7561102156927962,23,1,0,26,0,39.093825314188535,14.907400260701488,7945.3248575427115,0.18341653235391944,106,0.06780551078463981,441.4088200165614,548.5936782658977,0.2,4,8,20,0.10048622303840046,45,60,21,14,51,28.35350418350518,29,True
928,22,3,8,0,10,4,2,0.06666789477569039,2,2,2,1.0,15,1,0,30,1,51.40481352040418,11.534829099869917,6697.7855294377105,0.19523721801736402,109,0.0880948872069456,372.0970796972502,585.0529520930758,0.47618609008682,1,2,14,0.03476278198263599,51,57,27,12,65,25.327936461142887,31,True
438,3,2,1,1,0,3,1,0.247081146857746,1,1,1,1.0,4,1,0,6,0,17.06117632522024,4.552122024503695,354.09069169021393,0.029635143357218247,19,0.2207297132855635,19.667422807964233,77.71932029087264,0.5182428321390875,0,1,4,0.14744600350052775,7,11,6,7,12,12.65214522003999,7,True
1350,4,4,1,1,0,6,2,0.21810376328539333,3,2,2,0.8015719764477527,8,1,0,10,1,17.134212640083145,10.559595360512922,1898.2006568067525,0.06,39,0.09398702958932584,105.45326087322135,180.02826177833987,0.39777950301853926,1,3,8,0.14411673369606748,17,22,10,12,19,19.24648701557414,12,True
