id,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,defects
817,14,3,30,15,22,7,0.21734750100704514,9,2.420866675618179,4,0.5052166689045448,31,4,0,4,4,22.751184135000692,42.952644191395216,41864.196217801145,0.3242174996643183,201,0.02,2325.7890869612306,975.6116900425791,0.5156500067136343,6,11,26,0.13156500067136342,83,118,14,14,55,91.05770912493024,34,True
3811,3,3,11,7,5,2,0.17905603942834186,2,2.0,1,0.5617440837852264,10,1,0,1,2,25.776961379991967,14.186430896006428,5177.741675687814,0.12,76,0.07363200492854274,287.65433842381503,364.21853434991334,0.43825591621477356,1,2,10,0.10179202957125641,30,45,14,13,24,93.33682941744361,13,True
2813,13,6,34,17,20,7,0.19419750759540114,8,2.5179893182660047,2,0.308588962208205,31,3,0,2,4,27.858644255650688,31.13091255687202,26898.566105382833,0.2911992878844003,162,0.029400356057799837,1494.3607722641157,861.9443631830252,0.452186825861406,6,10,26,0.12239857576880064,67,95,20,18,60,95.87964959651768,37,True
3355,3,2,10,6,4,2,0.2196184412086933,2,2.386769117826074,1,0.5657507500304326,8,1,0,1,3,25.823615074021706,14.516538602717407,5427.692832331183,0.12386769117826074,77,0.07,301.54057154045677,374.0373838247825,0.693384558913037,1,2,7,0.12641229413912888,31,46,14,13,21,94.10676648476961,11,True
2070,25,10,66,27,66,13,0.19139534137740477,23,2.7026743775757263,2,0.2583140025987519,85,1,0,2,1,132.01243535178565,27.727616813067442,93494.22685496045,1.1636046051606628,546,0.03761627844811707,5194.126889229173,3497.494337465284,0.08668605086318056,21,33,74,0.13616278448117064,216,330,65,16,100,97.46953477928366,68,True
4687,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,7.844381092854298,1.885012227741261,43.52580719905393,0.0017111654566278264,5,0.6272208635843043,2.4202127244920835,15.217136782571458,1.0,0,0,2,0.25,2,3,2,3,4,50.0,2,True
2844,5,8,26,12,9,3,0.12516563842538614,4,2.0,3,0.8901073799206684,22,2,0,2,4,37.81449394763508,20.395853338248696,16421.155852415817,0.2616472471650941,141,0.04879140960634653,912.289482598744,773.5309007300943,0.670322139762005,2,4,21,0.08516563842538613,57,84,25,18,47,93.40741147967066,29,True
4806,4,9,30,17,7,2,0.0904940902695125,3,2.0,2,0.9958825810873958,21,2,0,1,6,38.20833559909018,23.85646289822089,21803.16275091564,0.3084353808132104,165,0.04024704513475625,1211.291814920403,912.4172371793228,0.9958825810873958,1,3,20,0.05024704513475625,67,97,26,18,58,96.07308273622682,32,True
2090,1,1,5,0,0,1,0.17721779731968743,0,0.043744226179923684,1,0.9835959151825286,3,1,0,1,2,17.17704351936766,5.153104791629733,463.4215203608363,0.030437442261799237,26,0.1973753464292046,25.743924748684037,87.89907942611924,0.9835959151825286,0,0,4,0.13437442261799237,10,16,5,5,8,83.47588699431004,6,True
797,12,3,28,14,19,6,0.1976198728320516,8,2.2455099807293473,3,0.46137749518233684,29,3,0,3,4,23.371508443169933,42.46822132176482,42054.19300475451,0.3307933757226495,206,0.02,2336.343368034852,991.1022620773213,0.3841324855470105,5,9,25,0.11841324855470106,86,120,14,13,52,91.87530971484942,32,True
2062,4,4,23,15,6,2,0.097681573294981,2,2.0785847701999156,1,0.5098230962749895,21,1,0,1,2,75.60631913873135,18.13726401166697,21325.55536327237,0.4091945940975116,213,0.06508845186250528,1184.7493407387515,1218.647475272745,0.5294692888249684,1,3,20,0.06080540590248838,96,116,39,13,43,96.63941765358835,25,True
4166,5,3,12,6,8,3,0.22199550997106973,4,2.0,2,0.6806726533719071,15,1,0,2,0,28.842052486300332,13.177567563175863,5143.335837183135,0.13067265337190703,76,0.07733183665702324,285.73902819952735,383.6318837852293,0.319327346628093,2,4,14,0.13866591832851163,32,43,17,14,23,90.0,14,True
1477,87,34,219,39,146,45,0.18131217584148088,66,2.2951577672856205,32,0.6193671030509718,227,18,0,39,0,123.55919505670288,49.78251445075742,307809.0143967922,1.974480316199714,833,0.02452487033659235,17100.49841922301,5915.904638594497,0.3485523339413378,39,73,184,0.15226243516829616,319,514,103,32,301,88.52302168330178,259,True
5002,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,7.4451949854063475,2.3265561156831382,49.808244547726744,0.002755187052277127,6,0.5460165826475293,2.769137145136964,16.676788989137634,1.0,0,0,2,0.25,2,4,2,3,4,50.0,2,True
3081,1,0,3,5,0,1,0.24592864177273085,0,0.0,1,1.0,1,1,0,1,0,19.09228740254554,7.572082740051258,1105.7166957329864,0.048982160443182717,39,0.1335624384488605,61.43231147417791,144.88250956611074,1.0,0,0,2,0.08254459889204321,17,21,6,5,11,89.66055050780143,4,True
3271,4,0,4,1,6,2,0.5,3,1.0389416479526035,1,0.6103968820177736,9,1,0,1,1,11.069051545343786,9.11682494385781,1129.2115695550447,0.035584124719289054,27,0.12324762584213285,62.729553276195794,107.02095416581069,0.6103968820177736,1,3,9,0.29155766591810417,12,15,5,8,8,70.77883295905207,5,True
5009,4,2,13,6,6,2,0.22493172711171236,3,1.6180486640487508,2,1.0,8,1,0,2,0,35.24682728882877,5.731197256487484,1533.0604543444256,0.07281218988219379,53,0.2493073473473248,85.173252477097,229.49643310080478,0.4579536975436685,1,3,7,0.12864635019634368,20,32,10,6,24,81.46295627242796,15,True
2130,3,1,8,1,5,2,0.21417780676366127,2,0.7362967793943545,2,0.9263703220605646,8,1,0,1,1,19.777090533837775,6.2259341376916,888.5159885159666,0.044725935587887095,32,0.17054812882422582,49.35910553403248,128.44936094238736,0.7054812882422582,1,2,8,0.16681483896971772,13,19,7,6,13,83.94480781079429,10,True
2249,1,0,1,1,0,1,0.4576278410604059,0,0.0,1,1.0,1,1,0,1,2,13.683709655078037,5.957621021450175,520.5278381835567,0.0250846590727513,22,0.17152556821208118,28.915642588475713,83.48096188478345,1.0,0,0,2,0.15474602278174612,8,13,5,7,7,56.77954543033506,2,True
3085,13,9,47,23,20,7,0.15436532725674038,8,2.381217757522468,3,0.5156862607073109,36,2,0,2,5,37.772579398202566,31.877925600703424,39987.52532779575,0.41274165056011647,223,0.03,2221.5282599069483,1226.7416595235304,0.31517716560505227,6,10,31,0.09624355150449357,91,132,25,18,80,96.25644651109157,50,True
2554,6,6,37,21,9,3,0.08647091155294957,4,2.064709115529496,2,0.6164764079530922,28,1,0,1,3,72.04952730958775,21.451188696419713,32799.53284527172,0.47823820397654604,249,0.05705817689410087,1822.1947006980079,1424.2352376697804,0.38352359204690784,2,4,26,0.05323545577647478,108,140,38,14,64,97.03556802794066,39,True
3752,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,0,8.807541573657447,5.437653345457797,284.50540159278614,0.017500681535367983,13,0.23248296161580045,15.80182760122437,48.50143667655571,1.0,0,0,3,0.25,3,10,2,8,4,50.0,2,True
3123,1,0,3,5,0,1,0.25053706852837926,0,0.026853426418964155,1,0.9973146573581035,1,1,0,1,0,19.25565662759437,7.718324562189879,1148.9720657548376,0.050268534264189646,40,0.12986573286790518,63.83555097115134,148.72691645047925,0.9892586294324144,0,0,2,0.08201400698142232,18,22,7,6,12,89.93286643395258,4,True
2442,4,4,23,14,6,2,0.1142238190859011,2,2.1820707175369938,1,0.5342238190859011,22,1,0,1,2,75.40310172231182,15.575994166762541,18006.09725047814,0.3912519919678431,202,0.06863104723656396,1000.3350522225429,1164.6451147813282,0.5342238190859011,1,3,21,0.07327219697841275,92,109,39,13,41,97.38797979498943,24,True
2204,1,1,4,0,0,1,0.18000075185719924,0,0.0,1,1.0,2,1,0,1,1,17.51001804457278,5.3387754691626235,520.6066727326431,0.032500187964299806,27,0.19124934212495068,28.92162075958137,94.07682939995416,1.0,0,0,3,0.12374953008925049,11,16,5,5,8,84.16381268609399,5,True
2070,1,1,3,0,0,1,0.26989961983380617,0,0.0,1,1.0,2,1,0,1,2,15.844159971462949,5.181635672425102,420.31008027859184,0.026972738792914962,23,0.19394547758582995,23.348220624097973,81.50821850142144,1.0,0,0,3,0.14210904482834014,9,14,5,5,7,73.24013839678557,4,True
1566,61,24,153,33,117,32,0.19808967793683635,49,2.54010929787781,18,0.3811265732969241,171,10,0,23,0,138.04824586625185,39.33013064535096,219228.212460866,1.6993292818358843,740,0.031235871174734534,12179.344993116278,5098.732910537275,0.2277543188547784,33,58,141,0.15561793558736728,286,453,91,25,212,92.57646618953966,176,True
3383,3,3,11,7,4,2,0.15602344658040757,2,2.0,1,0.5127998239833661,9,1,0,1,3,24.970820630314265,14.831343495748587,5488.698953579563,0.12,78,0.07075293082255095,304.9316621338718,369.85576144944525,0.4872001760166339,1,2,9,0.08451758493530567,30,48,13,13,25,94.8454642489833,13,True
3757,5,0,5,1,8,3,0.5,4,1.3895072188884061,1,0.4789347929168477,11,1,0,1,1,11.08168541997069,9.710652070831523,1344.086654051841,0.03779014437776812,30,0.12273449467781157,74.66877896106556,117.73348580061396,0.4789347929168477,2,4,10,0.3055802887555363,15,15,5,7,9,77.79014437776812,6,True
2860,13,7,36,17,23,7,0.19184226700028317,9,2.5221072040033983,1,0.2764900419979234,35,2,0,2,4,36.17332543121482,30.025676792956297,30734.05972914725,0.3544793450099111,189,0.03061408900009439,1707.443761794681,1051.7866771269664,0.40789279599660194,7,11,29,0.12245635600037756,77,111,24,18,62,96.39641197301482,38,True
1159,9,3,28,13,16,5,0.1735889770482645,8,2.089724426206612,2,0.3802606262345453,27,1,0,2,5,24.963178875225292,39.729927174296186,39386.196907135585,0.3310275573793388,203,0.021794488524132245,2188.1194293989715,984.8031569776335,0.2412732360550416,4,8,24,0.10358897704826449,85,117,15,14,50,93.60859223591537,31,True
4734,5,3,11,7,8,3,0.23317912754931303,4,2.0422823964058634,2,0.6725433020394505,14,1,0,1,0,27.856930513105837,12.900835350434567,4693.779589616047,0.12286121479438172,72,0.0793641744901374,260.76341650514314,360.7310353268093,0.34335233570711476,2,4,13,0.14254330203945043,31,40,17,14,22,90.2244464049815,13,True
3468,2,1,2,0,2,1,0.5,1,0.42606524750968067,1,0.8402255321838697,5,1,0,1,0,9.824912452444652,7.278195742529042,653.4172335991904,0.02639097871264521,20,0.15082706386206438,36.296194125092526,75.60797426110868,0.8402255321838697,0,1,6,0.26704260990038725,7,12,3,8,5,58.52130495019361,3,True
2558,20,11,66,30,48,10,0.15539269598505795,18,2.504659827917819,3,0.49533141809836856,69,1,0,3,3,100.60012724696307,30.304806179069605,80840.92611925455,0.9415882919078573,457,0.03461605799875483,4491.166237282253,2825.303946447023,0.1076875940087162,15,24,60,0.1061605799875483,182,274,52,16,105,96.9654977437908,69,True
2206,7,1,12,2,13,4,0.2706477045553449,6,1.677461742589082,3,0.8322538257410919,15,1,0,2,0,22.981757233515822,7.792973801410822,1472.2453219886006,0.06354923485178166,41,0.1329015302964367,81.78694434090683,182.23693858896604,0.3290153029643671,3,6,13,0.21387308712945413,18,23,10,9,19,84.73068055506188,15,True
5080,4,2,15,7,7,2,0.1728980205497174,3,1.9241292908840153,2,1.0,9,1,0,2,0,40.40960711565121,6.645404159335677,1824.2315870528946,0.0869651716353606,62,0.15265547481905947,101.34940616286784,271.410881480763,0.3554166875538549,1,3,8,0.10569030318369886,24,38,12,6,28,87.41469406123967,18,True
5210,3,2,11,5,5,2,0.26074109394422296,2,1.407405329739865,2,1.0,7,1,0,2,0,31.348852456988535,6.069256942659949,1370.5892870852222,0.0662962131895946,48,0.17074081345910472,76.14619495806191,206.58010969581215,0.5285192145371452,1,2,6,0.14444460026951011,18,30,9,6,21,77.36699663679167,13,True
2985,6,0,6,2,10,3,0.467783425937323,5,1.742267407498584,1,0.34664972218803103,14,1,0,1,1,13.815105047866869,11.447163589084463,1780.7917263519557,0.05,40,0.08644331481253541,98.92998709074617,155.21556439296916,0.34664972218803103,2,5,12,0.297783425937323,20,19,7,7,12,90.0,7,True
5111,4,2,14,7,7,2,0.19393705532608163,3,1.8003702627877554,2,1.0,9,1,0,2,0,38.23949255798329,6.507412843008348,1715.581061106626,0.08201481051151022,59,0.15698704080242856,95.31305956747276,255.88345502066574,0.396875961966102,1,3,8,0.11497223029091835,22,36,11,6,26,85.00819975990791,17,True
2773,3,5,24,15,4,2,0.08220920524780718,2,2.0,1,0.6104602623903596,20,1,0,1,3,71.96844253472075,17.22212571836199,19752.671025983676,0.3956987422741209,204,0.06337238425657843,1097.3682545818274,1175.4553146462706,0.6104602623903596,1,2,20,0.05,92,112,38,14,45,97.13954808629822,25,True
3121,5,0,5,1,9,3,0.5,4,1.5065654182116601,1,0.43503796817062745,12,1,0,1,1,12.01832779896967,10.51969625463498,1492.241931120258,0.04259848127317491,33,0.1022045561804753,82.8981664874689,130.98901051043865,0.43503796817062745,2,4,11,0.31026261672846644,16,17,6,8,10,80.1313083642332,6,True
3286,3,4,12,8,4,2,0.15341182253655775,2,2.025209577631232,1,0.5047386424118858,9,1,0,1,3,24.990108475521176,15.04151050752812,5671.06908533941,0.12170591126827887,79,0.06981045430352457,315.0637748925128,376.313535451732,0.5047386424118858,1,2,9,0.08265363975065601,30,49,13,13,26,95.27449731675853,13,True
4024,4,0,4,1,7,2,0.5,3,1.1842965668179775,1,0.5558887874432584,9,1,0,1,1,10.430141599647078,8.941112125567415,1165.521579099497,0.03368593133635955,27,0.13709924032274157,64.74889603998103,104.7764852288871,0.5558887874432584,1,3,9,0.2973718626727191,13,14,4,7,8,73.68593133635954,5,True
2421,15,9,54,27,24,8,0.1579952562523754,10,2.4174822109464076,6,0.76575770858989,41,3,0,4,5,41.0841649503231,37.79683652084758,54152.67545645857,0.4948835980425696,272,0.026375296484226537,3008.4858101304458,1483.3635456213804,0.3792304320410485,7,12,35,0.09624703515773463,110,162,25,16,94,93.68895457411631,59,True
4878,2,0,5,2,2,1,0.38843730695056666,1,0.6562511355849019,1,1.0,3,1,0,1,0,18.896269304943335,3.2160967195545185,632.1302824694114,0.029531301101320587,24,0.49937470474792556,35.1213090958383,99.9807779178629,0.7801558695790578,0,1,4,0.20078116483113234,9,15,5,4,12,62.760803331448415,7,True
2504,11,7,22,8,16,6,0.2644269102285022,6,2.7849236912744244,4,0.75,31,3,0,1,2,37.010654588989404,16.65721864560658,10280.81447244352,0.20590168188928137,116,0.06,571.1572430069672,616.4141195821526,0.5450840944640694,5,8,27,0.1831151370035325,50,66,23,15,34,94.16658741383266,24,True
2069,1,1,1,0,0,1,0.43151423440030645,0,0.0,1,1.0,2,1,0,1,2,13.537478654468353,5.475480426182375,401.6411435898798,0.02207532623029374,20,0.18415065246058748,22.309969160822273,73.64297392585175,1.0,0,0,3,0.16169869507882503,7,12,5,7,6,56.91706232556905,2,True
2069,1,1,2,0,0,1,0.41048846027978025,0,0.0,1,1.0,2,1,0,1,2,13.837573794188591,5.437251745963237,404.0699390731357,0.022712470900612722,20,0.18542494180122543,22.445043830929897,74.66622826638402,1.0,0,0,3,0.15915011639754914,7,13,5,7,6,59.0406655117422,3,True
3622,4,7,27,16,6,2,0.08544428532482258,3,2.0,2,0.7722142662411288,21,2,0,1,4,57.9961316820913,20.007529664672237,20660.094812186107,0.36011286142695165,188,0.05366714402553228,1147.783742502035,1068.095947210438,0.7722142662411288,1,3,20,0.05,82,106,33,16,51,96.69957719582413,28,True
3507,1,1,1,0,1,1,0.5,0,0.3031398248971031,1,0.8863225656635864,4,1,0,1,0,9.57537384454112,6.909419474691309,557.9865402623682,0.024547097373456547,18,0.15635870787963035,30.994420647812063,69.30743172510103,0.8863225656635864,0,0,5,0.2621255929958841,6,12,3,8,5,56.06279649794206,2,True
1784,86,36,226,41,138,44,0.1564544042054794,64,2.1435455957945204,35,0.7954806809080236,222,18,0,41,1,101.88535638172989,52.46444798393736,308289.4874478227,1.858126722293541,785,0.021935085113502943,17127.1914707833,5562.074837713408,0.3738825317084146,36,69,179,0.1325842339784735,299,485,95,33,313,87.80248851804306,268,True
2703,7,0,9,2,13,4,0.42536240594489266,6,2.0,2,0.4454794130014716,16,1,0,1,1,16.95091328690232,10.695619189608362,1803.1532174044385,0.05710834229096261,41,0.09421668458192521,100.1708949478971,172.0569657147915,0.2322291442725935,3,6,14,0.29445828854518696,20,21,8,8,15,88.22291442725935,11,True
2462,1,1,4,2,0,1,0.19943311151145926,0,0.0,1,1.0,2,1,0,1,1,17.97639467627502,5.997046652450682,693.0688646642009,0.03735827787786481,31,0.17424602742747317,38.50420311408834,109.05189155851829,1.0,0,0,3,0.11160430530533796,12,18,5,5,9,85.78398567226792,5,True
3063,1,0,3,5,1,1,0.25322699473502225,0,0.1613497367511123,1,0.9838650263248888,2,1,0,1,0,19.584500106356472,7.7600184183928445,1184.6431771811299,0.05161349736751113,40,0.12919325131624443,65.81668162234388,152.26753181997304,0.935460105299555,0,0,3,0.09210123025633343,18,22,7,6,12,89.59662565812222,5,True
4503,4,3,11,7,7,2,0.21630041546622186,3,2.0,1,0.6408883828657215,13,1,0,1,0,27.080514541317765,13.143588366945787,4674.9146658944055,0.12,72,0.07828755193327773,259.7164008484003,355.1029733146422,0.3591116171342786,1,3,12,0.1297253115996664,30,41,16,13,22,90.89732278696246,13,True
2070,1,1,3,0,0,1,0.2591356742766081,0,0.0,1,1.0,2,1,0,1,2,15.99779083077932,5.162064862321105,421.55347908053244,0.027298918961314905,24,0.19459783792262983,23.41737081979876,82.03206385187174,1.0,0,0,3,0.1408043241547404,9,14,5,5,7,74.32729689806257,4,True
3404,13,7,22,9,18,7,0.30348803165596505,6,3.1096192631402095,5,0.75,35,5,0,1,2,36.94473894658056,16.974590257204717,10650.335122467408,0.2083430019784978,118,0.06,591.6863036371881,627.0387446104224,0.6671500989248907,6,9,30,0.20508701780648034,53,65,23,15,35,95.89015939681946,24,True
2842,3,0,6,5,5,2,0.26300322410024063,2,0.6501612050120331,1,0.9349838794987967,6,1,0,1,0,20.77964414625442,7.91154997355373,1314.2857547932913,0.05650161205012034,41,0.12674919397493983,73.01687454982725,165.13549372194177,0.7399355179951868,1,2,6,0.1287620903759025,18,22,8,7,15,88.37459698746991,8,True
3817,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,0,8.741522133234746,5.194139016029795,267.98755405620767,0.01641839562679909,13,0.2595401093300228,14.884590293712229,46.21997798129248,1.0,0,0,3,0.25,3,9,2,7,4,50.0,2,True
4708,5,2,14,7,7,3,0.19807589752321894,3,2.2239758677836408,2,0.9260879636313986,9,1,0,2,0,38.55282340143879,8.30231059184116,2632.466653646514,0.09895903471134564,67,0.13208193057730871,146.25036087880073,302.74524952212664,0.4800638314150394,2,3,8,0.1223975867783641,26,40,14,8,25,89.65599746782006,16,True
4261,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,0,8.193139357081602,5.497689535206289,259.8109608543068,0.01665126356804193,13,0.18674368215979037,14.430616637899693,45.81005350123567,1.0,0,0,3,0.25,3,9,2,7,4,50.0,2,True
1954,10,7,21,7,15,5,0.24060113017722928,6,2.5868718945982185,4,0.75,29,3,0,2,2,37.05086059282593,16.46363418268999,10055.421104047226,0.20441257063607685,114,0.06,558.6353064787701,609.9335074082064,0.4706285318038415,4,7,25,0.1697131357246915,48,66,23,16,33,93.11527486907025,24,True
3328,3,3,10,6,4,2,0.19675352416125033,2,2.259741800895835,1,0.5441561061522919,8,1,0,1,3,25.474289952463547,14.675322748880205,5474.4376146883415,0.12259741800895835,77,0.07,304.13828017168015,373.1481926062708,0.6298709004479176,1,2,8,0.11116901610750023,30,47,14,13,23,94.4789565233752,11,True
3200,9,6,23,12,12,5,0.21814756335517305,4,2.7349450370495205,3,0.638147563355173,29,3,0,1,2,56.85894879490293,16.353343773896697,14584.15439647634,0.30395604678165467,162,0.06447409746579308,810.2294253056491,909.1922374679162,0.638147563355173,4,6,26,0.14394034308151765,74,88,32,14,38,97.23001570370013,24,True
4734,4,2,13,7,6,2,0.1752485495692406,3,1.6611433429057645,2,1.0,8,1,0,2,0,37.9193911912625,6.8960397619761755,1763.9398762014941,0.0832228668581153,60,0.14661143342905764,98.00008724915443,258.4112808528026,0.4435169801265689,1,3,7,0.09661143342905765,23,36,11,6,26,89.0780654446873,16,True
3421,2,1,2,0,3,1,0.5,1,0.5713817853734231,1,0.7857318304849663,6,1,0,1,0,10.11990502430805,7.7141453561202695,766.2308214389495,0.028570726780601345,22,0.14428781965819598,42.563696403155745,83.0561734093148,0.7857318304849663,0,1,6,0.27285527141493693,8,13,4,8,6,61.42763570746846,3,True
1248,17,4,33,17,26,9,0.2469012264293752,9,2.7438623989830364,5,0.5419911456158044,35,7,0,5,4,22.693679809921232,41.43825414025923,38556.09414516687,0.30625749326553575,186,0.021871253367232113,2142.0066566040605,926.1600800308773,0.7307636254124118,8,13,27,0.15251498653107154,75,111,15,16,60,90.60174861042972,38,True
2974,6,6,29,15,11,3,0.12643990889658668,5,2.0,2,0.7267006832755998,24,2,0,2,6,31.906576034200743,32.06520966116298,31222.041663843174,0.32366496583622,187,0.03089002277585333,1734.559580499512,960.5832308125591,0.6356009110341332,2,5,22,0.07277494306036669,78,109,21,16,54,94.68617348470556,31,True
3220,6,0,7,2,9,3,0.4166388590752388,4,2.4903596524985954,1,0.4559510540494101,11,1,0,1,2,20.12531136470465,12.858129391872541,3506.5992631601275,0.08922877219988765,57,0.07509640347501405,194.80827097479042,265.1643608373131,0.6177697393739466,2,4,10,0.2662532451751826,26,30,12,11,13,91.13273079727176,8,True
2217,3,4,23,15,4,2,0.08364374826854956,2,2.0165624921297707,1,0.49304375330549627,20,1,0,1,2,79.74642583802202,15.816543514050526,19359.479492380597,0.4156937520462596,214,0.06867500062961834,1075.5221940211443,1235.7869936693153,0.4976812511018321,1,2,20,0.052318748898167906,97,116,41,13,42,97.40223751794412,24,True
859,18,3,32,16,27,9,0.25974950712720746,9,2.797773396686288,5,0.599443349171572,35,7,0,5,4,21.417876609222255,43.99384900834587,41455.822496857865,0.3100834976242642,192,0.02,2303.1040136869437,942.316692570225,0.7983300475147164,8,13,27,0.15983300475147164,77,115,14,15,60,89.30038153795019,38,True
2564,7,5,28,15,11,4,0.13489062119184436,4,2.2495028235992924,1,0.3952088140882971,25,1,0,1,3,54.94293934314733,22.80009465150679,22544.76149057439,0.3551292658641839,188,0.050039774112056595,1252.4823050319105,1053.1897266369865,0.46506960469609904,3,5,22,0.08493039530390095,83,105,31,15,50,96.8711335621936,30,True
1653,28,9,64,25,78,14,0.22139536271638233,27,2.857906955925426,1,0.08848855599206587,95,1,0,2,0,152.2411157541803,26.319076124103105,101381.37659417982,1.3040694100531551,603,0.03930231864180884,5632.3014774544345,3923.7877652374946,0.09546536957397751,25,39,83,0.16,238,364,73,16,94,97.570694697336,66,True
1071,5,6,18,6,9,3,0.16494323611555228,4,2.0,2,0.6867904514444035,19,1,0,2,2,34.03227800970019,15.664974007142078,8422.317665174101,0.17977294446220915,102,0.06252838194222386,467.9080757693164,535.2573001876086,0.31320954855559646,2,4,17,0.11735809028888072,39,63,20,15,30,91.3248721377253,21,True
4375,4,2,9,6,6,2,0.23471285807263437,3,1.5287141927365648,1,0.7477621581984668,10,1,0,1,0,25.587668896602523,11.570003336659827,3701.00163792161,0.10350499674577976,63,0.09178214518158588,205.61041992450052,303.7424712431102,0.4878807454332508,1,3,10,0.12586142578209697,27,35,14,12,19,90.0,10,True
3930,11,10,40,20,28,6,0.1268041697932924,10,2.2434737386325496,2,0.7367086314787543,43,2,0,2,5,71.91088266133957,24.425440747217397,45042.3394679161,0.60160226836224,293,0.04,2502.356563530898,1798.6954418975247,0.7367086314787543,8,14,39,0.08114198982509359,117,176,40,18,69,96.5867651071538,42,True
4783,5,3,11,7,8,3,0.2241424201195383,4,2.0,2,0.6976143051507482,13,1,0,2,0,28.74657832435639,12.255411333154512,4272.466385444205,0.11748960862265925,70,0.08585757988046172,237.35748630085902,345.8238027552243,0.33,2,4,12,0.13665281149687902,30,40,16,13,22,89.9071155190384,13,True
2208,3,4,23,15,4,2,0.0802725548620299,2,2.002725548620299,1,0.5049059875165383,20,1,0,1,2,81.1115247917123,15.578245731773329,19708.634505832837,0.42245299375826906,217,0.0694548902759402,1094.9198159039852,1256.1605976388028,0.4950940124834618,1,2,20,0.05013627743101495,99,117,41,13,42,97.42296532112313,24,True
2498,3,1,5,0,5,2,0.3281214133403091,2,0.9583115960018733,1,0.6406331514992976,9,1,0,1,2,15.23358785849602,8.354090586006556,1123.492228182432,0.03958311596001873,32,0.1425013042398876,62.41350344169511,119.86778183824549,0.6406331514992976,1,2,8,0.22583115960018735,15,17,5,6,9,86.52596917266625,6,True
1124,68,7,226,25,5,63,0.2393294165322809,2,0.5867120190999053,58,0.9039987631154571,150,7,0,7,2,48.85276273136616,139.57370638966074,1121003.193215713,2.2279542352719135,912,0.015333745628180956,62277.95310475989,6687.932340934802,0.12533374562818095,1,2,89,0.20666254371819043,313,599,77,69,263,96.89398020984731,234,True
3134,5,0,5,1,8,3,0.5,4,1.4648432452455977,1,0.4506837830329009,12,1,0,1,1,11.933631787848563,10.394529735736793,1459.8517565815146,0.04197264867868397,33,0.10408205396394811,81.09868916744264,128.85054053506312,0.4506837830329009,2,4,11,0.3085937298098239,16,16,5,8,9,79.29686490491196,6,True
2133,4,1,8,1,6,2,0.216086021848319,3,0.7681003641386497,2,0.923189963586135,8,1,0,1,1,19.8853817398921,6.278887106290852,908.2412078460734,0.045362007282772995,33,0.16927598543445402,50.454898046397176,130.26693581052382,0.6927598543445401,1,3,8,0.1684050182069325,13,19,7,6,13,83.97136380405577,10,True
2681,12,10,57,28,20,6,0.11732574383059202,9,2.150497874769737,5,0.7461451119703953,40,1,0,3,6,45.332277148978655,36.13127990865789,56657.15429312685,0.5356472372006582,292,0.027524893738486853,3147.622477325095,1598.4524796664318,0.15485063756907888,5,10,36,0.06990042504605258,119,173,27,16,97,95.40539131510033,60,True
2681,7,0,9,2,13,4,0.4189648531110741,6,2.0,2,0.4622349085186153,16,1,0,1,1,17.287851069483427,10.583814337703057,1796.9683070410013,0.05771763303704056,41,0.09543526607408111,99.82725496710913,173.4092865257115,0.2307059174073986,3,6,14,0.2914118348147972,20,21,8,8,15,88.07059174073986,11,True
3249,13,12,66,33,24,7,0.10448877875952041,10,2.2246882831773624,5,0.8304488731664907,46,1,0,3,6,56.18645946768156,33.94867825379767,62950.502616732556,0.6276808023503758,330,0.0303740648966267,3497.2545274743256,1874.8981178945219,0.1373815457236131,6,12,41,0.063740648966267,133,196,33,16,112,96.25284290263329,70,True
2782,1,0,3,4,0,1,0.22344519465918386,0,0.0,1,1.0,1,1,0,1,0,18.552684671820412,6.810455969079853,906.1761026002566,0.04336129866479596,35,0.15323545467321414,50.34516161631003,127.55620313423356,1.0,0,0,2,0.0965967533380101,15,20,6,5,10,87.78599310470945,4,True
